0c940ccc-6513-4e25-837e-93c70ca2e92a,Inventive Retail Group,5999,USD,21047.68,2025-01-24,373248441335605,MasterCard,F,69,Дания
f98da4a9-e8fd-4aa9-b306-6e0db249d542,Максимов Лтд,5311,RUB,16117.7,2024-08-22,2200194185971913,MasterCard,F,24,Молдавия
2a04ca02-2349-4cc7-862c-4e7447776aed,ООО «Титов»,5814,RUB,26414.01,2023-12-26,344705626423411,MasterCard,F,62,Дания
60e4e35c-c6a9-4ea6-ad4a-52843dc154b4,ОАО «Лебедева»,5661,RUB,41268.87,2025-01-14,6533215215636777,MasterCard,F,55,Лаос
f2932283-f777-4ddc-91b8-d5aa9aa2cd3c,НПО «Киселева Стрелкова»,5814,RUB,14007.06,2025-01-03,4993300393007690,МИР,M,60,Панама
37c619fa-b7d8-46a2-a2e8-bdd9065822ad,ООО «Петров Трофимова»,5732,RUB,7033.05,2025-02-10,2200541257663101,Visa,M,69,Румыния
41f8260c-1408-46fc-9ef9-58aeada5e960,Устинов Групп,5999,EUR,24688.25,2024-03-09,5032343177646291,Visa,M,67,США
de6f1321-9dc3-4163-95fa-0f4f13986cfd,Inventive Retail Group,7996,USD,24144.4,2024-03-03,341074997972107,MasterCard,M,25,США
1dafceec-6c4a-4a61-9d66-8088322ad931,Медведев Инкорпорэйтед,5541,EUR,6376.22,2024-04-28,5733886834790516,Visa,M,78,Молдавия
a7e56d82-59ca-49d6-965c-a8aaefcf45f2,Сбербанк России,5977,EUR,1434.76,2024-09-12,8104589738565472,MasterCard,F,38,Панама
42cf0669-cd0a-41b1-b6e8-0fc0282c3f82,Сибирский антрацит,5977,EUR,38419.65,2024-11-05,5663150344700729,MasterCard,M,54,Мальдивы
812c2f32-5833-4185-aac9-a99d8c99641a,ТМК Чермет,5941,USD,43990.94,2024-01-21,4821517692741269,MasterCard,F,19,Лаос
9ccb8789-aca5-4689-b510-2206667d0701,ОАО «Лебедева»,5651,EUR,5190.61,2023-07-22,4821517692741269,Visa,M,65,Дания
eb31b42a-67bd-448d-892a-c0fad0cbc54c,Рено Россия (Renault),5977,USD,19500.87,2024-08-28,373248441335605,Visa,F,35,Румыния
8e8caea9-58d3-40c4-b6a7-84245ac39c5e,НПО «Чернова»,5812,RUB,23637.36,2023-10-31,2200194185971913,Visa,F,76,Белиз
20216f7d-d2fd-4532-ae7d-d7dc4933104e,ОАО «Фомин-Лукин»,5311,EUR,21468.24,2024-03-17,2200541257663101,MasterCard,M,71,Дания
a49d63c7-3ff8-406f-b070-3fe7f70ce41b,Соловьева Лтд,5999,EUR,24341.83,2025-01-30,347239446406262,МИР,M,23,Белиз
067e6541-498f-4ea5-98ee-6d863cedc7de,ТМК Чермет,5999,EUR,33146.86,2025-05-12,2200541257663101,MasterCard,F,28,США
3510852d-41e6-4dcf-8b7d-9c64bb98184e,ЗАО «Юдин»,5941,RUB,21924.14,2024-03-09,6244604798033124,MasterCard,M,53,Йемен
4e62f5f2-3e8d-4f22-a4d3-0c2a1c4039f8,ЗАО «Юдин»,5941,USD,13819.05,2024-01-10,5663150344700729,MasterCard,F,32,Йемен
0092fcfd-be6c-47df-93a9-6cf88660862e,ЗАО «Николаев»,5977,EUR,48503.93,2024-03-26,341074997972107,Visa,F,61,Гамбия
a71ddcf6-eb81-4c03-9a74-5b7e979dabe9,Славнефть,5999,EUR,20940.33,2024-05-17,2259439136755984,MasterCard,F,50,США
9e5ed6ba-a657-4197-abdd-327019171fd4,РАО «Григорьев-Белякова»,5541,RUB,40089.1,2023-08-23,341074997972107,MasterCard,M,42,США
d71f1495-2493-4f77-ab7e-74dc670a5c76,Баранова и партнеры,5812,EUR,25718.01,2025-06-08,341074997972107,MasterCard,F,79,Гамбия
8690d3dc-df44-4052-a230-ed9ee675b888,Соловьева Лтд,7996,RUB,41212.02,2024-12-24,6533215215636777,МИР,M,60,Мальдивы
7ceed82d-4752-47cb-9cda-e231e4d91f64,ОАО «Суханова»,5945,EUR,2082.04,2025-02-01,2200194185971913,Visa,F,32,Лаос
a3b14ac6-470f-429a-8064-c73a7f0a588f,Богданов Лимитед,5944,RUB,2617.96,2024-01-03,8180193961544747,МИР,F,77,Молдавия
27afe7f9-a056-4a08-aedd-20ce5126e705,Крылова Лимитед,5944,USD,42296.46,2025-04-13,341074997972107,МИР,M,77,Мальдивы
8b1c4982-ba8a-4eed-b995-d984d1767f43,НПО «Кудряшов»,5732,RUB,26874.08,2024-04-03,8104589738565472,MasterCard,M,25,Румыния
b85be56e-48e5-4554-be98-dd66c6dcbe23,НПО «Доронина»,5814,RUB,21944.37,2023-09-19,4993300393007690,МИР,M,43,Мальдивы
44b62465-5e7b-4686-8ada-18e7fc4b877f,Петров и партнеры,7996,USD,43119.0,2024-11-28,6244604798033124,Visa,M,62,Румыния
b1d8faba-300e-41bb-934f-98e398bc30fe,НПО «Гущин»,5541,EUR,5061.17,2025-06-04,373248441335605,Visa,F,79,Йемен
bd841862-36df-4919-96d5-5705e0ecaa2d,Соколов и партнеры,5732,USD,6100.67,2024-04-29,4993300393007690,MasterCard,F,79,Мальдивы
d9b6efd5-6c52-4d93-9dcf-60182253cd26,ТМК Чермет,5411,EUR,39244.35,2025-03-12,8180193961544747,Visa,F,67,Молдавия
6fb01732-8bd8-49b3-a821-7bd2e1db1188,АББ (ABB),5661,RUB,42182.26,2023-08-04,8180193961544747,Visa,F,48,США
f0129f1d-bc38-4f35-b50c-15d5916161ba,ПК Балтика (Carlsbergfondet),5812,RUB,12781.16,2025-03-01,2201448190410989,МИР,F,26,Панама
8963f168-f82c-4783-ab5f-e0d202524f8b,Славнефть,5814,RUB,25754.61,2024-10-26,5032343177646291,МИР,F,60,Йемен
c4d4c6e5-afe2-4f57-8469-638736fcc086,Группа ГМС,5732,EUR,26128.92,2024-03-11,341074997972107,Visa,M,80,Дания
d82fba03-8f24-4100-aff3-f8d5ac764cf7,ПК Балтика (Carlsbergfondet),5945,EUR,27351.71,2024-08-27,5733886834790516,МИР,M,50,Панама
c8802f9b-6ff9-4e04-a0e4-5758ebe32629,НПО «Киселева Стрелкова»,5661,RUB,43725.48,2024-07-25,6533215215636777,МИР,M,79,Йемен
aa8feae6-7316-44a6-81d6-816100897f24,Максимов Лтд,5814,USD,4583.97,2025-05-26,341074997972107,МИР,F,23,Мальдивы
ce7d0425-869e-45a8-8237-ba3b15a85655,ОАО «Лебедева»,5732,EUR,31614.69,2024-05-11,2259439136755984,MasterCard,F,67,Молдавия
cd4d2004-0d17-4e9d-8979-6ab411bb06af,ИП «Лебедева-Стрелков»,5941,EUR,6383.29,2024-07-30,2200541257663101,Visa,M,39,Молдавия
2644755f-8bdc-4f95-8b54-7ce8b1f5b212,Крылова Лимитед,5977,USD,20874.05,2023-08-28,5032343177646291,Visa,F,38,Молдавия
28bab398-4bea-4963-adbe-13d1c22dc100,АО «Максимов»,5814,EUR,16153.95,2023-11-25,2246346124448132,МИР,M,32,Гамбия
ea586912-2e7b-49bd-9635-4d91d532ea73,ИП «Суханова Юдина»,5944,EUR,13212.16,2024-07-03,6244604798033124,МИР,M,79,Дания
d0ad932c-84f7-4fc2-bfcf-91f245b2c928,РАО «Сергеев»,7996,USD,37510.83,2024-05-16,4993300393007690,MasterCard,F,62,Дания
19e0be91-de7d-432a-84c5-6bfce495773c,ПК Балтика (Carlsbergfondet),7996,USD,6642.59,2023-11-03,344705626423411,Visa,F,48,Гамбия
d60c7854-0983-4b21-b276-a5197571a0ee,Баранова и партнеры,5944,USD,14944.89,2023-08-14,5663150344700729,МИР,M,77,Гамбия
a015c9ff-e8aa-45ce-842d-8608604a0d3a,ЗАО «Дементьева-Максимов»,5541,USD,23392.02,2025-04-22,2259439136755984,Visa,F,60,Белиз
2f656f57-dbc4-485b-aa8e-8801b3c4963d,Соловьева Лтд,7996,RUB,6328.17,2024-09-17,2200194185971913,MasterCard,F,62,Йемен
b7c9b49e-24f2-4de0-aa9a-45bacb1e5e9b,РАО «Сергеев»,5912,RUB,3468.6,2024-07-20,2201448190410989,МИР,F,34,Дания
2cbb251d-d22f-4e95-9435-b6ff1c98d4db,Ренессанс Кредит,5732,USD,19185.46,2024-08-14,6244604798033124,MasterCard,M,80,Гамбия
f4592410-f604-424e-858c-17d6512cb073,ООО «Исаков»,5814,USD,2737.25,2024-03-14,4642262413492135,МИР,M,77,США
d149168a-cfd8-44c2-8f0b-c1214c8bd56e,ОАО «Герасимова Сергеев»,5651,USD,42699.27,2024-05-31,344705626423411,MasterCard,F,51,Лаос
4cea60df-b657-421a-9512-d6d42bf98d24,Сбербанк России,5541,EUR,38064.62,2025-01-06,4310869142637276,Visa,M,25,Лаос
dd9ebf0a-d1af-4db5-aa97-2eb49684f3c9,Славнефть,5541,EUR,11579.14,2023-09-24,373248441335605,МИР,M,73,Йемен
9635af45-a48d-4bef-ab4a-4acc8c3608a5,ОАО «Степанова»,5945,RUB,43381.59,2024-09-28,6244604798033124,Visa,M,70,Лаос
ae232aeb-1e40-4ea2-96bb-c7ea0fd96b59,Медведев Инкорпорэйтед,5912,USD,37180.9,2024-01-25,2200194185971913,Visa,F,72,Лаос
126a50e7-4296-438b-a974-349f62cafc21,ОАО «Фомин-Лукин»,5999,USD,40700.33,2024-02-27,6244604798033124,MasterCard,F,58,Йемен
bdd7f12a-67b8-4413-878e-ff8becef622b,ИП «Лебедева-Стрелков»,5944,RUB,13738.62,2023-12-24,6533215215636777,МИР,M,78,Белиз
43106e84-68cd-4d54-a9eb-40d62cf25372,Устинов Групп,5812,EUR,4679.72,2025-03-31,5032343177646291,MasterCard,M,30,Панама
e96ea8cb-a169-48a2-a2a1-d02d57b12aca,Матвеева Инк,5941,RUB,8849.13,2023-08-03,8180193961544747,МИР,F,62,Белиз
5a03712f-b6df-402b-8489-5da76588ce1a,Брагин и партнеры,5411,EUR,29190.91,2023-08-16,344705626423411,MasterCard,M,68,Мальдивы
35cbb11a-e620-4e26-9fb9-f1ea2f574512,Шелл Нефть (Shell),5941,RUB,12088.27,2025-02-25,6533215215636777,МИР,M,40,Мальдивы
f5665a55-6734-416a-89a4-f321885acdf2,ЗАО «Ермаков-Бурова»,5541,RUB,22170.85,2025-02-07,373248441335605,Visa,F,74,Молдавия
0e7f4f0e-fde4-4da6-971d-bc96466c27d8,ООО «Петров Трофимова»,5814,RUB,28052.62,2024-03-06,344705626423411,MasterCard,F,47,Белиз
28f07767-243a-4160-83b7-672bd5613f70,АО «Шаров Мельников»,5812,EUR,25997.3,2024-10-20,5032343177646291,Visa,F,61,Йемен
0750d2f9-4b46-40d0-b611-295c0c94e997,ИП «Иванова Лебедева»,5541,RUB,38019.29,2024-12-17,5032343177646291,MasterCard,F,74,Лаос
099d5893-1957-4d39-88d2-12740a927362,СУЭК,5999,RUB,1496.39,2023-07-31,2200194185971913,Visa,M,68,Лаос
b940feab-a828-4dd9-8519-fb9e4ff85bdd,ПК Борец,5411,USD,17896.53,2024-12-09,4642262413492135,MasterCard,F,60,Лаос
8cbb196d-1117-433e-91f2-06be09a31ced,НПО «Наумов Филиппова»,5661,USD,37269.77,2023-11-03,8104589738565472,МИР,M,76,Лаос
f923be4b-0b8d-40af-9de1-4a22ccbe04b3,ЗАО «Панова-Чернова»,5812,EUR,9074.0,2025-06-05,5663150344700729,МИР,F,24,США
253d3870-3b78-46ed-80b8-7cc998901032,Петров и партнеры,5999,RUB,5831.83,2024-05-10,8104589738565472,МИР,M,58,Йемен
7d12e9de-2080-4946-ac0d-559a3eb576f5,Петров и партнеры,5541,USD,610.97,2025-05-12,2201448190410989,MasterCard,M,64,Румыния
1a7e692f-c483-4b65-a2f1-754c4aacbd75,ЗАО «Панова-Чернова»,5912,USD,34836.47,2024-05-14,2200541257663101,MasterCard,M,29,Мальдивы
b3ad49aa-946b-4574-96c4-1f8eaa57cb18,СУЭК,5999,EUR,17081.14,2024-07-08,373248441335605,МИР,F,28,Мальдивы
